"INDIKATOR_GRUPPE","INDIKATOR_BEZEICHNUNG","INDIKATOR_AUSPRAEGUNG","INDIKATOR_WERT","BASISWERT_1","BASISWERT_2","BASISWERT_3","BASISWERT_4","BASISWERT_5","NAME_BASISWERT_1","NAME_BASISWERT_2","NAME_BASISWERT_3","NAME_BASISWERT_4","NAME_BASISWERT_5","JAHR","GLIEDERUNG","NUMMER","NAME"
"Ärzte","Ärztedichte","Innere Medizin","2699,2","62081","23","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3271,7","22902","7","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","5810,5","23242","4","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1531","32152","21","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6832,5","13665","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Kinderheilkunde","1509,8","6039","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","Kinderheilkunde","2616","10464","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Kinderheilkunde","2207,1","17657","8","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Kinderheilkunde","1252,5","7515","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","10","10 Moosach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","4944,2","24721","5","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2218,7","656745","296","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1379,6","38630","28","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","4894","24470","5","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Kinderheilkunde","1515,6","184906","122","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Kinderheilkunde","924,5","1849","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","Kinderheilkunde","1182,3","3547","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Kinderheilkunde","2785,5","5571","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Kinderheilkunde","2376","4752","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1895,2","26533","14","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6114","12228","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","15629","31258","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","6429","19287","3","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","5195,6","25978","5","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Kinderheilkunde","2229,7","6689","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Kinderheilkunde","2450,8","9803","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Kinderheilkunde","1526","6104","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Kinderheilkunde","2327","4654","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Kinderheilkunde","1143,6","10292","9","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","169,8","9171","54","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1755,4","21065","12","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","272,2","59602","219","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","835,4","37595","45","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","626,2","48841","78","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Kinderheilkunde","3816","3816","1","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","Kinderheilkunde","1271,2","6356","5","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","Kinderheilkunde","851,3","5108","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","Kinderheilkunde","1176,3","10587","9","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Kinderheilkunde","2268","9072","4","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Kinderheilkunde","1197,6","5988","5","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Kinderheilkunde","-88888888","3","0","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Innere Medizin","4765,9","38127","8","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Innere Medizin","2733,1","46462","17","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2256,5","29335","13","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1800,4","43210","24","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","13433,5","26867","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Kinderheilkunde","938,2","8444","9","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Kinderheilkunde","996,2","5977","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","Kinderheilkunde","2367,3","7102","3","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Innere Medizin","5042,2","100844","20","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Innere Medizin","3122,3","78057","25","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","Innere Medizin","3417,7","37595","11","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Innere Medizin","12","24","2","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Kinderheilkunde","1124,2","6745","6","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Kinderheilkunde","5066","10132","2","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Kinderheilkunde","818,5","10640","13","","","","Hauptwohnsitzbevölkerung bis unter 18 Jahren","Ärztinnen und Ärzte für Kinderheilkunde","","","","2004","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","906","25369","28","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","396,4","1273186","3212","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","331,5","51383","155","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","440,6","35691","81","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","624","48669","78","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","306,8","81921","267","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1051,3","63076","60","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","577,6","44473","77","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","17","17 Obergiesing - Fasangarten"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","478,9","78057","163","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","356,8","62081","174","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","21","21 Pasing - Obermenzing"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","1013,9","27374","27","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","23","23 Allach - Untermenzing"
"Ärzte","Ärztedichte","alle Ärzte (ohne Therapeuten)","945,7","52958","56","","","","Hauptwohnsitzbevölkerung","alle Ärztinnen und Ärzte (ohne Therapeuten/innen)","","","","2004","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Innere Medizin","1986,7","59602","30","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Innere Medizin","1972,5","72982","37","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","13","13 Bogenhausen"
"Ärzte","Ärztedichte","Innere Medizin","4339,6","43396","10","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Innere Medizin","3757","48841","13","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Allgemeinmedizin","2038,1","48914","24","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","15","15 Trudering - Riem"
"Ärzte","Ärztedichte","Allgemeinmedizin","1815,3","78057","43","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","19","19 Thalkirchen - Obersendling - Forstenried - Fürstenried - Solln"
"Ärzte","Ärztedichte","Allgemeinmedizin","1744,3","48841","28","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","25","25 Laim"
"Ärzte","Ärztedichte","Allgemeinmedizin","1462,9","81921","56","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Allgemeinmedizin","1879,8","37595","20","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","22","22 Aubing - Lochhausen - Langwied"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","1447","30388","21","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","12","12 Schwabing -  Freimann"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","3293,2","19759","6","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Innere Medizin","2974,3","35691","12","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","Innere Medizin","1905,1","81921","43","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","9","09 Neuhausen - Nymphenburg"
"Ärzte","Ärztedichte","Innere Medizin","9010,9","63076","7","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Allgemeinmedizin","1070,5","51383","48","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","5","05 Au - Haidhausen"
"Ärzte","Ärztedichte","Allgemeinmedizin","1427,6","35691","25","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","Allgemeinmedizin","945","43469","46","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Allgemeinmedizin","1573,8","1273186","809","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Gesamtstadt","#100","Stadt München"
"Ärzte","Ärztedichte","Allgemeinmedizin","1039,5","41581","40","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","3","03 Maxvorstadt"
"Ärzte","Ärztedichte","Allgemeinmedizin","1971,1","63076","32","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","11","11 Milbertshofen -  Am Hart"
"Ärzte","Ärztedichte","Allgemeinmedizin","2118,2","38127","18","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","14","14 Berg am Laim"
"Ärzte","Ärztedichte","Allgemeinmedizin","1366,5","46462","34","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","18","18 Untergiesing - Harlaching"
"Ärzte","Ärztedichte","Allgemeinmedizin","2036,8","52958","26","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","9016","18032","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","6","06 Sendling"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","2129,1","25549","12","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Allgemeinmedizin","1871,9","48669","26","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","7","07 Sendling - Westpark"
"Ärzte","Ärztedichte","Allgemeinmedizin","2712,3","43396","16","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","20","20 Hadern"
"Ärzte","Ärztedichte","Innere Medizin","2510,5","55231","22","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","4","04 Schwabing West"
"Ärzte","Ärztedichte","Innere Medizin","6342,3","25369","4","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Innere Medizin","7565,4","52958","7","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Innere Medizin","","","","2004","Stadtbezirk","24","24 Feldmoching - Hasenbergl"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","756,4","21180","28","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","2","02 Ludwigsvorstadt - Isarvorstadt"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","10446,8","52234","5","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","16","16 Ramersdorf - Perlach"
"Ärzte","Ärztedichte","Frauenheilkunde und Geburtshilfe","5,5","11","2","","","","weibliche Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Frauenheilkunde und Geburtshilfe","","","","2004","Stadtbezirk","99","99 nicht zuzuordnen"
"Ärzte","Ärztedichte","Allgemeinmedizin","337,2","18210","54","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","1","01 Altstadt - Lehel"
"Ärzte","Ärztedichte","Allgemeinmedizin","1951,5","25369","13","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","8","08 Schwanthalerhöhe"
"Ärzte","Ärztedichte","Allgemeinmedizin","1552","62081","40","","","","Hauptwohnsitzbevölkerung","Ärztinnen und Ärzte für Allgemeinmedizin","","","","2004","Stadtbezirk","21","21 Pasing - Obermenzing"
